name,file,url,artist,license,license_url,usable
東慶寺,"File:Tōkei-ji, Main Gate 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/T%C5%8Dkei-ji%2C_Main_Gate_001.jpg/500px-T%C5%8Dkei-ji%2C_Main_Gate_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Naokijp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
東慶寺,"File:Tōkei-ji, Main Hall 002.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/T%C5%8Dkei-ji%2C_Main_Hall_002.jpg/500px-T%C5%8Dkei-ji%2C_Main_Hall_002.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Naokijp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
浄智寺,File:Jōchi-ji -82371.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/J%C5%8Dchi-ji_-82371.jpeg/500px-J%C5%8Dchi-ji_-82371.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Syced,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,True
浄智寺,File:Jōchi-ji -51304.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/J%C5%8Dchi-ji_-51304.jpeg/500px-J%C5%8Dchi-ji_-51304.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Syced,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,True
浄智寺,File:Jōchi-ji -21735.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/J%C5%8Dchi-ji_-21735.jpeg/500px-J%C5%8Dchi-ji_-21735.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Syced,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,True
鶴岡八幡宮,File:Tsurugaoka Hachimangu 001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Tsurugaoka_Hachimangu_001.jpg/500px-Tsurugaoka_Hachimangu_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ocdp,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,True
鶴岡八幡宮,File:Tsurugaoka Hachimangū-ji.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Tsurugaoka_Hachimang%C5%AB-ji.jpg/500px-Tsurugaoka_Hachimang%C5%AB-ji.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Unknown authorUnknown author,Public domain,,True
鶴岡八幡宮,File:鶴岡八幡宮 (神奈川県鎌倉市雪ノ下) - panoramio (1).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/%E9%B6%B4%E5%B2%A1%E5%85%AB%E5%B9%A1%E5%AE%AE_%28%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E9%8E%8C%E5%80%89%E5%B8%82%E9%9B%AA%E3%83%8E%E4%B8%8B%29_-_panoramio_%281%29.jpg/500px-%E9%B6%B4%E5%B2%A1%E5%85%AB%E5%B9%A1%E5%AE%AE_%28%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E9%8E%8C%E5%80%89%E5%B8%82%E9%9B%AA%E3%83%8E%E4%B8%8B%29_-_panoramio_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,gundam2345,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,True
小町通り,File:Kamakura Komachi street 2024.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Kamakura_Komachi_street_2024.jpg/500px-Kamakura_Komachi_street_2024.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,ARandomName123,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
小町通り,File:『鎌倉殿の13人』幟 小町通り 01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/%E3%80%8E%E9%8E%8C%E5%80%89%E6%AE%BF%E3%81%AE13%E4%BA%BA%E3%80%8F%E5%B9%9F_%E5%B0%8F%E7%94%BA%E9%80%9A%E3%82%8A_01.jpg/500px-%E3%80%8E%E9%8E%8C%E5%80%89%E6%AE%BF%E3%81%AE13%E4%BA%BA%E3%80%8F%E5%B9%9F_%E5%B0%8F%E7%94%BA%E9%80%9A%E3%82%8A_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Indiana jo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
小町通り,File:『鎌倉殿の13人』幟 小町通り 02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/%E3%80%8E%E9%8E%8C%E5%80%89%E6%AE%BF%E3%81%AE13%E4%BA%BA%E3%80%8F%E5%B9%9F_%E5%B0%8F%E7%94%BA%E9%80%9A%E3%82%8A_02.jpg/500px-%E3%80%8E%E9%8E%8C%E5%80%89%E6%AE%BF%E3%81%AE13%E4%BA%BA%E3%80%8F%E5%B9%9F_%E5%B0%8F%E7%94%BA%E9%80%9A%E3%82%8A_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Indiana jo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
鎌倉国宝館,File:Kamakura Museum of National Treasures panoramic.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Kamakura_Museum_of_National_Treasures_panoramic.jpg/500px-Kamakura_Museum_of_National_Treasures_panoramic.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Urashimataro,Public domain,,True
鎌倉国宝館,File:Kamakura Museum of National Treasures.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Kamakura_Museum_of_National_Treasures.jpg/500px-Kamakura_Museum_of_National_Treasures.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Urashimataro,Public domain,,True
鎌倉国宝館,File:Sixteen Arhats (Kenchoji) (Kamakura Museum of National Treasures).jpg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Sixteen_Arhats_%28Kenchoji%29_%28Kamakura_Museum_of_National_Treasures%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Muromachi-period artist,Public domain,,True
源頼朝の墓,File:Approach to Shirahata Shrine and Tomb of MINAMOTO no Yoritomo 001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Approach_to_Shirahata_Shrine_and_Tomb_of_MINAMOTO_no_Yoritomo_001.jpg/500px-Approach_to_Shirahata_Shrine_and_Tomb_of_MINAMOTO_no_Yoritomo_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Naokijp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
源頼朝の墓,File:Tomb of Minamoto no Yoritomo 001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Tomb_of_Minamoto_no_Yoritomo_001.jpg/500px-Tomb_of_Minamoto_no_Yoritomo_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Naokijp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
源頼朝の墓,"File:Tomb of Minamoto no Yoritomo, Kamakura - Nov 12, 2006.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Tomb_of_Minamoto_no_Yoritomo%2C_Kamakura_-_Nov_12%2C_2006.jpg/500px-Tomb_of_Minamoto_no_Yoritomo%2C_Kamakura_-_Nov_12%2C_2006.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Odyssey,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,True
宝戒寺,File:Hokaiji Main Hall.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Hokaiji_Main_Hall.jpg/500px-Hokaiji_Main_Hall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Urashimataro,Public domain,,True
宝戒寺,"File:Hōkai-ji (Arakawa, Arakawa) 03.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/H%C5%8Dkai-ji_%28Arakawa%2C_Arakawa%29_03.jpg/500px-H%C5%8Dkai-ji_%28Arakawa%2C_Arakawa%29_03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Higa4,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,True
宝戒寺,"File:Hōkai-ji (Arakawa, Arakawa) 02.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/H%C5%8Dkai-ji_%28Arakawa%2C_Arakawa%29_02.jpg/500px-H%C5%8Dkai-ji_%28Arakawa%2C_Arakawa%29_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Higa4,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,True
報国寺,"File:Hōkoku-ji, Sandō 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/H%C5%8Dkoku-ji%2C_Sand%C5%8D_001.jpg/500px-H%C5%8Dkoku-ji%2C_Sand%C5%8D_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Naokijp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
報国寺,"File:Hōkoku-ji, Five-Ring Pagoda Group 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/H%C5%8Dkoku-ji%2C_Five-Ring_Pagoda_Group_001.jpg/500px-H%C5%8Dkoku-ji%2C_Five-Ring_Pagoda_Group_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Naokijp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
報国寺,File:2019 Hōkoku-ji 01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/2019_H%C5%8Dkoku-ji_01.jpg/500px-2019_H%C5%8Dkoku-ji_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Kakidai,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
杉本寺,"File:Sugimotodera, Main Hall 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Sugimotodera%2C_Main_Hall_001.jpg/500px-Sugimotodera%2C_Main_Hall_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Naokijp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
杉本寺,File:Kamakura photowalk 2012 - Sugimoto-ji temple (8188641915).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Kamakura_photowalk_2012_-_Sugimoto-ji_temple_%288188641915%29.jpg/500px-Kamakura_photowalk_2012_-_Sugimoto-ji_temple_%288188641915%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Takashi Hososhima,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,True
杉本寺,File:Kamakura photowalk 2012 - Votive tablets at Sugimoto-ji temple (8185995781).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Kamakura_photowalk_2012_-_Votive_tablets_at_Sugimoto-ji_temple_%288185995781%29.jpg/500px-Kamakura_photowalk_2012_-_Votive_tablets_at_Sugimoto-ji_temple_%288185995781%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Takashi Hososhima,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,True
浄妙寺,"File:Jōmyō-ji, Main Hall 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/J%C5%8Dmy%C5%8D-ji%2C_Main_Hall_001.jpg/500px-J%C5%8Dmy%C5%8D-ji%2C_Main_Hall_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Naokijp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
浄妙寺,"File:Jōmyō-ji, Stone Monument 001.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/J%C5%8Dmy%C5%8D-ji%2C_Stone_Monument_001.jpg/500px-J%C5%8Dmy%C5%8D-ji%2C_Stone_Monument_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Naokijp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
浄妙寺,"File:Jōmyō-ji, Traditional Japanese garden 002.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/J%C5%8Dmy%C5%8D-ji%2C_Traditional_Japanese_garden_002.jpg/500px-J%C5%8Dmy%C5%8D-ji%2C_Traditional_Japanese_garden_002.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Naokijp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
瑞泉寺,File:Zuisenji Main Hall Kamakura.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Zuisenji_Main_Hall_Kamakura.jpg/500px-Zuisenji_Main_Hall_Kamakura.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Urashimataro,Public domain,,True
瑞泉寺,File:Zuisen-ji Roofs Kamakura.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Zuisen-ji_Roofs_Kamakura.jpg/500px-Zuisen-ji_Roofs_Kamakura.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Tarourashima,Public domain,,True
瑞泉寺,File:Tsushima Zuisen-ji 1938.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Tsushima_Zuisen-ji_1938.jpg/500px-Tsushima_Zuisen-ji_1938.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,津島町,Public domain,,True
高徳院,File:Kamakura Budda Daibutsu front 1885.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Kamakura_Budda_Daibutsu_front_1885.jpg/500px-Kamakura_Budda_Daibutsu_front_1885.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Dirk Beyer,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,True
高徳院,File:高徳院鎌倉大仏20190626-P1030418.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/%E9%AB%98%E5%BE%B3%E9%99%A2%E9%8E%8C%E5%80%89%E5%A4%A7%E4%BB%8F20190626-P1030418.jpg/500px-%E9%AB%98%E5%BE%B3%E9%99%A2%E9%8E%8C%E5%80%89%E5%A4%A7%E4%BB%8F20190626-P1030418.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,くろふね,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,True
高徳院,File:The Great Buddha of Kōtoku-in (Kamakura Daibutsu).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/The_Great_Buddha_of_K%C5%8Dtoku-in_%28Kamakura_Daibutsu%29.jpg/500px-The_Great_Buddha_of_K%C5%8Dtoku-in_%28Kamakura_Daibutsu%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Dandy1022,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,True
長谷寺,File:Hase-dera.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Hase-dera.jpg/500px-Hase-dera.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Bernard Gagnon,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,True
長谷寺,"File:Hase-dera Temple, Kamakura, Japan (14645090803).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Hase-dera_Temple%2C_Kamakura%2C_Japan_%2814645090803%29.jpg/500px-Hase-dera_Temple%2C_Kamakura%2C_Japan_%2814645090803%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Mustang Joe,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,True
長谷寺,File:230128 Hasedera Kamakura Kanagawa pref Japan04s3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/230128_Hasedera_Kamakura_Kanagawa_pref_Japan04s3.jpg/500px-230128_Hasedera_Kamakura_Kanagawa_pref_Japan04s3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,663highland,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
御霊神社,File:Goryou jinnja 002.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Goryou_jinnja_002.jpg/500px-Goryou_jinnja_002.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ocdp,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,True
御霊神社,File:Goryou jinnja 501.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Goryou_jinnja_501.jpg/500px-Goryou_jinnja_501.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ocdp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True
御霊神社,"File:Goryō jinja (Nakai, Shinjuku) 02.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Gory%C5%8D_jinja_%28Nakai%2C_Shinjuku%29_02.jpg/500px-Gory%C5%8D_jinja_%28Nakai%2C_Shinjuku%29_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Higa4,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,True
鎌倉文学館,File:バラ園の盛り - 鎌倉文学館で撮影Pcs34560 IMG1629.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/%E3%83%90%E3%83%A9%E5%9C%92%E3%81%AE%E7%9B%9B%E3%82%8A_-_%E9%8E%8C%E5%80%89%E6%96%87%E5%AD%A6%E9%A4%A8%E3%81%A7%E6%92%AE%E5%BD%B1Pcs34560_IMG1629.jpg/500px-%E3%83%90%E3%83%A9%E5%9C%92%E3%81%AE%E7%9B%9B%E3%82%8A_-_%E9%8E%8C%E5%80%89%E6%96%87%E5%AD%A6%E9%A4%A8%E3%81%A7%E6%92%AE%E5%BD%B1Pcs34560_IMG1629.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,pcs34560,Public domain,,True
鎌倉文学館,File:鎌倉文学館にある「招鶴洞」 Pcs34560 IMG1659.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/%E9%8E%8C%E5%80%89%E6%96%87%E5%AD%A6%E9%A4%A8%E3%81%AB%E3%81%82%E3%82%8B%E3%80%8C%E6%8B%9B%E9%B6%B4%E6%B4%9E%E3%80%8D_Pcs34560_IMG1659.jpg/500px-%E9%8E%8C%E5%80%89%E6%96%87%E5%AD%A6%E9%A4%A8%E3%81%AB%E3%81%82%E3%82%8B%E3%80%8C%E6%8B%9B%E9%B6%B4%E6%B4%9E%E3%80%8D_Pcs34560_IMG1659.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,pcs34560,Public domain,,True
鎌倉文学館,File:鎌倉文学館の庭園灯の柱に書かれた、高浜虚子の句 Pcs34560 IMG6496.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/%E9%8E%8C%E5%80%89%E6%96%87%E5%AD%A6%E9%A4%A8%E3%81%AE%E5%BA%AD%E5%9C%92%E7%81%AF%E3%81%AE%E6%9F%B1%E3%81%AB%E6%9B%B8%E3%81%8B%E3%82%8C%E3%81%9F%E3%80%81%E9%AB%98%E6%B5%9C%E8%99%9A%E5%AD%90%E3%81%AE%E5%8F%A5_Pcs34560_IMG6496.jpg/500px-%E9%8E%8C%E5%80%89%E6%96%87%E5%AD%A6%E9%A4%A8%E3%81%AE%E5%BA%AD%E5%9C%92%E7%81%AF%E3%81%AE%E6%9F%B1%E3%81%AB%E6%9B%B8%E3%81%8B%E3%82%8C%E3%81%9F%E3%80%81%E9%AB%98%E6%B5%9C%E8%99%9A%E5%AD%90%E3%81%AE%E5%8F%A5_Pcs34560_IMG6496.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Pcs34560,Public domain,,True
